SUBSIDIARY_CD	SUPPLIER_CD	FACILITY_CD	PROCESSED_DATE	PROCESSED_QUANTITY	UPD_COUNT	DEL_FLG	REG_USR	REG_TIME	UPD_USR	UPD_TIME
MJP	7017	MAL	20170116	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170117	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170118	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170119	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170120	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170121	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170122	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170123	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170124	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170125	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170126	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170127	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170128	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170129	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170130	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170131	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170201	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170202	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170203	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170204	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170205	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170206	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170207	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170208	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170209	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170210	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170211	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170212	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170213	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170214	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170215	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170216	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170217	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170218	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170219	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170220	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170221	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170222	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170223	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170224	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170225	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170226	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170227	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170228	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170301	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170302	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170303	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170304	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170305	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170306	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170307	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170308	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170309	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170310	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170311	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170312	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170313	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170314	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170315	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170316	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170317	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170318	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170319	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170320	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170321	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170322	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170323	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170324	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170325	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170326	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170327	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170328	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170329	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170330	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170331	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170401	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170402	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170403	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170404	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170405	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170406	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170407	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170408	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170409	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170410	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170411	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170412	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170413	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170414	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170415	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170416	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170417	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170418	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170419	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170420	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170421	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170422	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170423	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170424	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170425	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170426	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170427	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170428	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170429	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170430	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170501	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170502	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170503	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170504	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170505	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170506	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170507	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170508	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170509	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170510	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170511	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170512	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170513	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170514	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170515	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170516	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170517	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170518	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170519	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170520	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170521	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170522	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170523	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170524	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170525	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170526	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170527	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170528	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170529	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170530	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170531	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170601	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170602	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170603	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170604	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170605	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170606	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170607	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170608	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170609	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170610	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170611	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170612	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170613	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170614	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170615	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170616	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170617	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170618	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170619	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170620	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170621	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170622	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170623	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170624	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170625	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170626	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170627	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170628	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170629	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170630	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170701	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170702	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170703	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170704	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170705	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170706	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170707	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170708	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170709	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170710	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170711	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170712	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170713	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170714	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170715	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170716	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170717	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170718	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170719	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170720	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170721	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170722	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170723	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170724	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170725	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170726	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170727	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170728	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170729	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170730	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170731	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170801	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170802	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170803	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170804	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170805	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170806	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170807	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170808	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170809	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170810	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170811	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170812	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170813	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170814	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170815	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170816	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170817	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170818	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170819	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170820	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170821	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170822	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170823	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170824	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170825	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170826	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170827	0	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170828	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170829	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170830	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170831	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170901	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
MJP	7017	MAL	20170902	49999	0	0	LS_050	'2019-09-18'	LS_050	'2019-09-18'
